id,budget,revenue
433637,0,0
626318,0,0
606149,0,0
853791,0,0
433288,0,0
1105803,0,0
641900,N/A,0
728773,0,0
383208,0,0
324421,0,0
646541,0,0
460096,0,0
345935,0,0
743227,0,0
543636,0,0
545919,0,0
374466,0,0
612051,0,0
465080,0,0
437708,0,0
594673,0,0
503758,0,0
765904,0,Unknown
517978,0,0
766116,0,0
464339,N/A,0
591789,0,0
812488,N/A,0
573910,0,0
433878,0,0
534928,0,0
802958,0,0
499191,0,0
440775,0,0
441146,0,Não Informado
446830,0,0
1013577,0,0
494467,0,0
483347,0,0
601722,0,0
447076,0,0
322548,N/A,14073
439213,0,0
446216,0,Unknown
656991,20000000,Unknown
677209,0,0
552004,0,0
444341,0,Não Informado
931346,N/A,0
594697,0,0
499195,0,Não Informado
494900,0,0
287523,0,10615000
1113448,0,0
484410,0,0
794602,0,0
462115,10000000,151493
662059,0,0
662059,0,0
662059,0,0
461649,2600000,6000000
436449,N/A,0
498934,0,0
637627,0,0
434986,0,0
574674,0,0
435506,0,0
503356,0,0
436972,0,0
495843,0,0
946127,0,0
553030,0,0
519316,0,0
405932,1000000,0
407757,0,Unknown
460578,0,0
447352,250000,0
604298,N/A,0
482568,0,0
582909,0,0
807888,0,0
676619,0,0
508802,N/A,0
575824,0,Não Informado
376455,0,0
395479,0,0
426222,0,0
556018,0,0
426558,6500000,6900000
714277,0,0
489138,2000000,0
1047041,0,0
468904,0,0
343010,0,0
927081,0,0
468339,0,0
665877,0,0
525455,0,0
525456,0,0
741664,N/A,3485442
742389,0,0
414777,0,0
939338,0,Unknown
414767,0,Não Informado
426034,0,112749
994441,0,0
1172676,0,0
664601,0,Unknown
570658,0,0
468274,0,0
940241,7000000,0
428260,0,0
569905,0,0
480531,3.5M,0
453386,0,0
554691,0,0
826733,0,0
380333,0,0
416306,0,0
537751,0,0
563737,0,0
394262,N/A,0
729246,0,0
673247,0,Não Informado
722780,0,0
403283,0,0
627491,87,0
1076032,0,0
936374,0,0
415078,0,0
422154,0,0
403582,0,0
620498,0,0
937348,0,0
422949,0,0
739269,0,0
588211,35000,0
423671,0,0
472876,0,0
402516,0,0
490078,0,0
733032,0,0
473768,0,129683
473760,0,0
734586,0,0
630924,0,0
669329,0,0
429886,2331302,0
636041,0,0
1121116,0,0
572637,0,0
510714,0,0
517317,0,0
761030,0,0
611356,0,0
644937,N/A,0
573641,500000,0
881853,0,0
939575,0,0
470719,0,0
837745,0,0
345942,0,0
324463,0,0
536666,0,0
381032,0,Não Informado
842239,0,0
425964,0,0
781478,8300000,0
559302,0,0
564295,0,0
398218,0,0
474273,0,0
414749,0,0
632098,0,0
432152,0,0
651187,0,0
460844,0,0
426562,0,0
848519,0,0
488971,0,0
949270,0,Não Informado
437517,0,0
574078,10000000,0
892503,6200000,Não Informado
449020,0,0
651249,0,Unknown
499635,0,0
653579,0,0
460060,0,0
374739,0,0
881198,0,0
442617,0,0
997669,0,0
460738,0,0
617402,0,0
674025,0,0
639947,0,0
479242,0,0
422566,N/A,0
527534,0,0
479240,0,0
803279,0,0
537197,0,0
601337,36786988,25452983
513865,0,Unknown
887580,0,0
676844,0,0
668156,0,0
590921,0,0
537156,0,0
449262,3912363,9072414
707214,0,0
381649,0,0
577736,0,0
937020,0,0
446697,0,0
453274,0,0
741528,0,0
1088080,500000,0
481439,0,0
487620,0,0
576925,0,0
784376,0,0
381170,0,0
733491,0,Não Informado
733989,0,0
609063,0,0
639838,0,Unknown
453352,0,0
382572,0,0
637263,0,0
508404,0,0
746034,0,0
578514,0,0
749087,0,0
502147,0,0
979296,0,0
1132324,0,0
462104,1300000,0
660709,0,378956
454545,7000000,8351526
1039627,0,0
587070,0,0
509893,94,0
614431,0,Não Informado
475756,0,0
636831,0,0
408539,N/A,945991
569982,0,0
396393,0,0
627370,0,0
701684,0,0
979275,0,0
967370,0,0
417026,0,0
613200,0,11903801
1002770,0,0
445606,0,0
571632,0,0
672701,0,0
1026208,0,0
862582,0,0
539819,0,0
535807,0,0
519804,N/A,Unknown
841297,N/A,0
834141,0,0
436828,0,0
846961,0,37820
366104,0,0
818721,8980000,Unknown
366171,2500000,0
554583,0,0
795530,0,0
562685,0,0
656612,0,0
757977,0,0
630288,0,0
514886,N/A,0
768449,0,0
625221,0,0
605507,0,0
427800,0,0
644714,0,11772156
609919,0,0
411082,0,0
1065796,0,0
734480,0,0
595977,0,0
800128,0,0
1005428,0,0
599672,0,6627695
963861,0,Não Informado
658854,0,0
788669,0,0
844404,0,0
421682,USD 8000000,0
473324,0,0
457685,0,0
670497,0,3790930
476921,0,0
514466,10000000,0
487358,0,0
788933,0,0
442845,0,0
514480,0,0
449550,0,0
420541,0,Unknown
396390,0,0
408219,0,0
1075519,N/A,0
922830,3500000,0
598586,0,0
441583,N/A,0
420697,0,0
792358,0,0
380874,0,0
646376,0,0
481849,0,Unknown
396395,0,0
656796,N/A,31512
418585,0,0
444424,0,0
432090,0,0
475660,0,0
561461,0,0
457470,0,Não Informado
622766,0,0
444951,N/A,Não Informado
352504,8000000,0
442154,0,0
950071,0,0
681711,1,0
352494,0,Não Informado
478054,N/A,0
630878,0,0
699060,0,0
499925,0,0
674528,0,0
450628,0,0
550075,0,0
915980,0,0
553585,2500000,0
589871,0,0
467915,0,39194
633517,0,0
505971,0,0
491622,$ 17500000,0
404579,0,0
373841,0,0
744952,0,0
497522,0,0
708560,0,0
746042,0,0
616700,0,0
616999,0,0
468853,N/A,0
427023,N/A,0
468987,686410,6143216
544814,0,5400000
769165,0,0
387938,0,Não Informado
378106,0,0
275229,1200000,0
981324,0,0
526384,0,0
555281,0,0
941019,0,0
512191,0,0
876825,0,0
747983,0,149755
834500,N/A,0
674642,0,0
404830,0,0
817959,0,0
1040533,0,0
340197,0,0
467192,0,0
1152797,0,0
674349,0,2723347
960275,0,0
496748,0,0
667574,0,Não Informado
513372,0,0
582681,0,12964399
716978,0,Unknown
552709,0,0
958179,4400000,0
612313,0,0
1012290,70000,Não Informado
540556,0,0
498208,0,0
321066,250000,0
869434,0,0
479054,0,0
572292,0,0
422779,0,0
635887,0,0
377883,6300000,0
919873,0,Não Informado
472686,0,0
588108,0,0
397490,0,0
737779,0,0
483551,0,0
357114,N/A,0
412363,0,0
501687,0,0
882826,0,0
618224,0,0
410634,0,0
410970,0,0
983768,0,0
533989,0,0
679107,0,0
781773,0,0
661348,0,0
438488,N/A,0
618243,0,0
414455,0,0
653364,N/A,0
828751,0,0
584583,0,0
1002305,0,0
374471,0,0
585381,0,0
802567,0,0
373441,0,0
452895,N/A,Unknown
929472,0,0
814064,0,0
506750,2179800,36837802
646106,0,0
486269,0,Não Informado
549551,0,0
680041,0,0
812491,0,0
518500,0,0
818511,0,0
659943,0,Unknown
450519,0,0
594696,84,0
518747,0,0
447758,0,0
532653,0,0
1120558,0,0
586458,0,Não Informado
373450,0,0
541071,0,0
999104,0,0
375487,0,Não Informado
822099,0,567955
518596,0,0
446867,N/A,0
549304,0,0
455470,3014770,2437852
591915,0,0
929562,0,0
456017,0,0
406302,0,0
412199,0,0
429235,0,0
750459,0,0
386591,N/A,0
467432,0,1231040
571346,0,0
616180,20000000,Não Informado
400852,0,0
569071,0,0
480308,0,0
568693,0,0
469062,0,176236
746467,0,0
653665,0,0
746600,0,0
467539,0,0
570189,0,Não Informado
1155458,N/A,Não Informado
713377,0,0
615982,0,0
870671,0,0
985101,0,0
553798,0,0
609175,0,0
766423,0,0
766076,0,0
662989,0,0
365756,0,0
463870,0,0
434370,0,Não Informado
984307,4450000,0
635769,0,0
572404,0,0
527511,0,0
635782,0,0
933738,0,0
465227,0,0
465286,0,0
464957,0,0
581599,0,Unknown
464699,0,0
334537,0,0
432091,0,Unknown
381002,0,0
352993,0,0
1148969,0,0
381066,0,0
735981,0,0
735110,0,0
973509,0,0
378695,0,0
523518,0,0
356189,0,0
560949,0,11032
560014,0,0
672852,0,0
672521,0,0
649800,0,0
418930,0,Unknown
523354,0,0
470641,0,0
346013,0,Unknown
741652,0,0
471706,0,0
741032,0,0
424656,0,0
1049367,0,0
469877,$ 100,0
470317,0,0
881693,0,0
345735,0,0
471858,0,0
618746,1250000,0
739123,0,0
422842,0,0
381873,0,0
513650,0,0
378631,0,0
348611,0,0
557996,0,0
525452,0,0
910371,0,3744712
490862,0,0
479304,0,0
472310,0,0
577084,0,0
855810,0,2035911
487593,0,0
439151,0,0
960170,0,0
1018552,0,0
1018403,0,0
457859,USD 1350000,2157136
601609,0,0
697741,0,Não Informado
437073,0,Unknown
391618,0,0
287982,0,0
411005,N/A,0
778819,0,Não Informado
792329,0,0
576917,0,0
458186,0,0
396849,0,Não Informado
1128718,0,0
377186,0,0
438471,N/A,0
990600,0,Unknown
945840,0,11795
676792,0,0
848763,0,0
1158959,0,0
946552,0,0
603673,0,0
602296,0,0
639514,0,0
366594,N/A,0
436053,0,0
596204,0,0
702701,0,Não Informado
435821,0,0
540841,0,0
642949,0,Não Informado
574933,0,0
540880,0,0
788610,0,0
550958,0,0
435473,N/A,0
1098164,0,0
845844,0,0
776561,0,0
656770,0,0
440319,0,0
541386,0,0
552016,0,0
575563,0,0
543025,0,0
367177,0,0
851238,0,0
656844,0,0
444490,0,0
581316,0,0
472054,0,0
579188,0,0
542507,0,0
888498,0,0
537138,0,0
495036,0,0
893546,0,0
893204,0,0
477807,0,0
892508,0,0
474720,0,0
844782,0,0
549650,0,0
895435,40000000,132326332
505570,0,0
539186,0,0
586447,0,0
565431,0,0
848553,0,0
565700,0,Unknown
473888,0,960212
547090,0,0
495056,0,0
564637,0,0
565214,0,0
478397,N/A,0
550651,0,0
482342,0,0
465026,0,0
857700,0,0
857731,0,0
857732,0,0
553592,0,Unknown
465871,0,0
575600,0,0
465294,0,0
455304,N/A,0
499573,0,3681669
482034,N/A,0
482088,0,0
463197,22000000,0
461783,0,0
534326,0,0
542202,0,0
858096,0,0
916712,0,0
469773,0,0
833428,0,0
956877,2800000,0
568401,0,0
470205,0,0
494832,0,0
582582,0,0
548204,0,0
577533,0,0
577647,0,0
576121,0,0
913988,N/A,0
502149,0,Unknown
980017,0,0
841764,0,0
545634,0,0
585862,0,0
455954,0,0
499772,0,0
877181,0,0
582878,0,0
852664,0,0
844409,0,0
594712,0,Unknown
749240,0,0
374529,N/A,0
681638,0,0
679018,0,0
683556,0,0
428226,0,0
746953,0,0
656113,0,0
801609,0,0
512218,0,0
747681,0,Unknown
613085,0,0
444713,0,0
444689,0,0
406398,0,0
444608,458211,0
430988,0,0
613092,0,332356
429710,0,0
645488,0,0
519337,0,Não Informado
425827,3200000,0
741607,0,0
741845,0,0
521867,0,0
346558,0,0
409307,0,28115
618245,0,0
513243,0,0
741592,0,0
423891,0,0
347291,0,0
656736,0,0
447767,0,0
618911,0,0
525453,0,Não Informado
525696,0,0
685169,0,0
684420,0,0
512731,25000000,0
684139,0,438694
447358,0,Unknown
617710,0,Não Informado
435720,0,0
651166,0,0
788210,0,0
606462,0,0
388885,0,Unknown
1150215,0,Unknown
441316,0,0
403232,4000000,0
436340,0,0
785199,0,0
387252,0,0
436769,0,0
387929,0,0
401441,0,0
770428,0,0
673228,0,0
608052,0,0
647581,32.0K,0
510641,0,0
432583,1000.0K,6000000
390641,0,0
399049,0,0
612074,0,Unknown
510738,0,Não Informado
376440,0,0
391036,0,2400000
443849,0,0
1133923,0,0
403569,0,0
1007631,3700000,0
1028248,N/A,0
517963,0,0
404785,0,0
399218,7390000,0
609202,N/A,0
1006141,0,0
399343,0,38577
732359,0,0
824281,$ 17000000,13071438
449742,0,0
633657,0,0
394855,0,0
365805,0,0
735120,N/A,0
700785,0,0
590927,0,0
516341,0,0
633172,0,6404964
630915,0,0
733573,0,0
633342,0,0
726620,0,Unknown
300906,N/A,74
418272,0,0
728069,0,0
626975,0,0
418969,0,0
301748,3300000,2800000
706712,0,0
531837,0,0
722802,0,0
627728,0,0
140491,0,0
515224,0,0
826218,0,Unknown
347872,0,0
657018,0,Unknown
631583,0,Não Informado
693475,0,0
620778,0,0
414454,0,0
452571,0,0
525200,0,Unknown
438517,0,0
767479,0,0
854521,0,0
401222,0,0
463940,0,0
545742,N/A,0
510034,0,0
545426,0,0
356901,0,0
555032,0,0
898673,0,62578
674358,0,0
912391,0,0
548633,0,0
417758,0,0
561265,0,0
548925,0,0
573106,0,Unknown
479630,0,0
723895,0,0
603340,0,0
664589,0,0
722926,0,0
533985,$ 1500000,0
417427,900000,1237319
534023,0,0
417617,0,0
856437,0,0
402558,0,0
630913,0,0
558218,0,0
515237,0,0
575730,N/A,0
650747,0,0
479034,N/A,Unknown
461211,0,0
651866,N/A,0
547243,0,0
719088,0,0
770992,125000,0
965171,0,0
770719,0,0
774785,0,0
576002,0,0
546377,0,0
629502,0,0
1024539,0,Não Informado
437513,N/A,0
717021,0,0
860425,1200000,0
477652,0,0
719949,0,0
879535,0,0
745613,0,0
744738,1200000,0
551701,0,0
889672,N/A,0
746060,0,0
428125,N/A,0
622971,0,0
1043816,0,0
732693,0,0
427955,N/A,Unknown
526090,2.7M,4080000
622585,0,0
622332,0,0
736280,0,0
699198,0,0
424505,0,0
347127,0,0
522055,0,0
690846,0,0
421663,0,Não Informado
539036,0,0
524788,0,0
697039,0,0
618260,0,0
695080,0,0
565926,0,0
527427,0,0
430500,0,0
465656,0,0
626285,0,Não Informado
982186,N/A,0
412894,2200000,0
406625,0,0
626359,0,0
431391,0,0
678801,0,Não Informado
1094643,0,0
749142,0,0
412492,0,0
412467,0,0
428642,1500000,7800000
748685,0,161047608
730823,0,-5619316
550412,300000,0
613341,N/A,0
624798,0,0
636514,0,0
728791,0,0
474715,0,0
1037603,0,0
474647,0,0
764517,800000,0
479758,0,0
800089,0,0
595399,0,0
595521,0,Não Informado
446864,0,0
953365,0,0
293941,0,0
492826,0,0
446865,0,0
599335,0,9341543
440317,0,0
445913,0,0
459267,0,0
786190,0,0
396152,0,0
808087,0,0
541577,$ 64988,125348
657826,0,0
588204,35000,0
440769,0,0
586346,0,251017
588210,35000,Unknown
788892,0,0
544522,0,0
398356,0,0
533658,0,0
395482,0,0
990438,0,0
663343,0,0
599616,0,725155
493686,0,0
396345,0,0
583755,0,0
588459,$ 3000000,1289283
584356,700,0
399231,N/A,268476
496297,0,Unknown
587356,N/A,0
386827,0,0
827168,0,0
809236,0,0
852445,0,0
457710,0,0
587311,0,2239791
838148,0,389447
583556,1.9M,0
442353,0,0
540189,872.7K,0
1000572,6.0M,0
586602,0,0
456191,0,0
504605,0,0
819500,0,0
653757,N/A,Unknown
999127,0,0
449359,0,0
465929,N/A,0
612632,0,0
728939,0,0
544047,0,0
739267,0,Não Informado
866127,0,0
493775,0,0
530584,0,0
469114,N/A,5987319
454610,0,0
994418,0,0
1070629,0,0
961327,0,0
493522,0,0
455968,0,0
454161,0,0
500854,0,0
443659,0,0
376716,0,4314688
450280,0,0
795778,0,0
763261,0,383996
391274,0,0
706783,0,Unknown
395938,0,0
930701,0,0
390782,0,0
568908,0,0
254952,0,0
737780,0,0
1040599,0,0
456553,0,0
746051,0,0
568776,0,0
446048,0,0
411037,0,0
467988,$ 1000000,5199
468041,0,0
696507,0,0
397113,0,Não Informado
878933,0,0
621462,0,0
594265,0,0
737762,0,0
446215,0,0
889598,N/A,0
407936,0,0
615960,0,4903790
407518,0,0
1003995,0,0
408483,3100000,0
655524,0,0
590403,0,0
961707,0,0
680267,0,0
613339,0,0
500909,1986448,Unknown
680438,0,0
474104,USD 22000000,0
590102,0,0
755230,0,0
730428,0,0
412200,0,0
879917,N/A,0
495996,0,1320000
928713,0,0
511474,0,0
486362,0,0
339406,0,0
466361,0,0
392124,0,0
637963,0,0
466410,0,0
565341,0,0
1037929,0,Unknown
962543,2600000,0
874728,0,0
374606,0,0
1038515,0,494402
752928,0,0
375345,0,0
552950,0,0
550036,0,0
622934,0,0
681303,0,1819302
339079,0,0
422471,0,0
374954,7503564,19059053
727333,0,0
477811,0,0
447954,0,0
461234,0,0
809910,0,0
490725,0,0
1022164,0,0
954748,0,0
515048,0,0
471310,0,0
490818,0,0
387940,0,Unknown
913829,0,0
392625,0,0
656858,USD 704334,3803406
669401,0,0
669666,0,0
899524,0,5000000
440722,900000,0
987919,0,0
920429,0,0
776518,0,0
900379,0,0
629503,0,0
388757,0,0
459918,0,0
603452,0,0
940075,0,0
1015595,N/A,0
603488,4300000,0
452400,0,0
809340,0,0
939892,0,0
809338,0,0
479355,0,0
459959,1000000,Unknown
369925,0,0
964873,0,0
386172,0,0
1014550,0,0
308017,0,0
414827,0,0
438468,0,0
386128,0,0
632040,1500000,0
492118,0,0
545698,0,Não Informado
383140,0,Unknown
382906,0,0
382750,0,Unknown
718498,0,0
653580,0,Unknown
479255,0,0
347097,0,0
665764,0,Não Informado
587385,0,0
848818,0,0
502970,0,0
434206,0,0
390319,0,0
1006769,0,0
833421,0,0
820517,0,0
790519,N/A,0
1075540,0,0
434362,0,Não Informado
451349,0,Não Informado
517327,0,0
403862,0,0
541876,0,0
413361,0,0
662687,0,0
432883,0,0
727024,N/A,0
426247,N/A,0
548257,0,0
573921,0,0
607217,0,0
505916,0,Não Informado
448166,0,0
688848,0,0
489852,0,3168000
380731,N/A,0
898994,0,0
842050,0,2298938
417587,N/A,0
379040,0,0
772446,0,0
627470,N/A,0
672695,0,0
1105283,0,0
592717,0,6237973
410924,0,0
483253,0,0
369834,0,0
565839,0,0
694527,0,0
739246,0,0
506492,0,0
516532,0,0
974927,0,0
499473,0,2356353
619925,0,0
476929,0,0
356752,0,0
299641,2500000,230069
965244,0,0
588154,0,0
356270,$ 869115,1018486
897992,0,0
586097,0,Não Informado
709717,0,0
915646,0,Unknown
480919,0,0
532024,0,0
480527,0,0
415634,0,0
257258,0,0
1082168,0,Não Informado
630923,0,0
718022,0,Não Informado
449752,0,105176
702691,0,0
473637,0,0
412059,0,0
495967,0,0
732310,N/A,0
564659,0,0
473278,0,0
696109,0,0
584044,0,0
638943,0,0
553296,N/A,0
553296,0,0
305937,N/A,Unknown
367816,0,0
495659,2.4M,0
590978,0,0
637415,0,0
395815,0,0
481760,0,0
412865,0,0
419147,0,0
474990,0,Unknown
1070784,0,0
450648,0,0
365073,0,0
563604,0,0
566674,0,0
916563,0,0
729769,0,0
835498,0,0
657198,N/A,0
454361,0,0
624774,0,0
433620,0,0
510314,0,0
488447,0,0
1028851,0,0
441592,0,Unknown
403579,0,0
389627,0,0
985102,0,0
403130,0,Unknown
862553,0,0
534789,N/A,0
648572,0,2529728
435603,0,0
543774,0,0
580846,0,Não Informado
376436,0,6155274
679045,0,0
375895,0,0
958244,0,0
406431,0,0
646473,0,0
486882,0,Unknown
794246,0,0
405535,0,0
611179,0,0
675595,0,0
647495,0,0
1005251,0,0
443585,0,0
671940,0,0
546110,0,0
382997,0,0
855262,N/A,0
665886,0,0
382498,0,Unknown
491104,0,0
387889,0,0
439601,1400000,-3900000
851977,0,9790000
382638,0,0
545573,0,0
1013665,0,0
576583,0,0
520270,N/A,0
459698,0,0
458673,0,0
850297,0,0
435803,193274344,0
399636,0,0
663360,0,0
1022145,0,236085820
461297,0,0
382207,1600000,0
490694,0,0
461758,0,382119
575405,0,0
575448,0,0
746480,0,0
427890,N/A,0
616257,0,0
543326,0,0
569101,0,0
802403,0,0
568789,0,0
746045,0,0
568700,0,0
1001811,0,34900000
485517,0,0
340616,0,0
485358,0,0
467634,1.9M,6543075
801860,3849408,Não Informado
743073,0,0
808667,0,12571501
566810,126580,0
392271,12003848,0
396920,0,0
689676,0,0
551702,0,0
593060,0,0
456210,0,0
754452,0,0
581802,0,Não Informado
445224,USD 250000,0
340185,0,0
507112,0,0
550073,0,Não Informado
661334,0,0
1002307,0,0
644350,0,0
445065,0,0
653762,0,0
371462,0,0
494963,0,0
400552,0,0
928745,0,0
407204,N/A,0
408550,N/A,Unknown
497515,0,0
660717,0,0
660327,0,163473
657195,0,0
394822,0,1126
652776,0,Não Informado
414792,0,0
375898,0,0
689705,0,0
394689,0,0
387536,0,0
706085,0,0
542422,0,0
680319,0,0
549661,0,Não Informado
396643,0,0
632251,0,4164
491854,0,0
479837,0,0
949218,0,0
516696,0,0
551806,0,0
665894,0,Não Informado
367839,0,0
698215,0,0
654387,0,0
707080,0,0
648092,0,0
493092,0,0
517292,0,0
661329,0,0
485614,0,0
488453,0,0
649028,0,0
377852,0,0
1131438,0,0
398137,0,0
956957,3700000,0
550302,0,0
933554,0,-1465513
485371,N/A,3273025
555252,0,Não Informado
957461,0,281424
484664,0,0
637881,0,0
405924,7000000,21000000
410661,0,68883
522868,0,0
656276,0,0
916423,0,712069
712345,0,0
634120,0,0
484889,0,17000
493915,0,0
644712,9204790,-12589965
548944,0,0
517982,N/A,Unknown
670328,0,0
1105014,0,Unknown
958340,0,0
396099,0,0
525190,0,0
789833,0,0
990326,2800000,10000000
578672,0,0
529981,0,0
530227,USD 180000,0
469779,0,0
469715,0,0
469321,0,0
426484,0,0
469108,0,0
790416,0,Unknown
458741,0,0
852602,0,Unknown
535736,0,0
749727,0,Unknown
747876,0,0
850953,0,0
746339,0,0
468201,0,0
1011367,0,0
746463,0,0
271715,0,0
424131,0,0
533048,0,0
566656,0,0
566067,0,0
1056177,0,0
422972,0,0
799155,0,0
423383,0,0
884452,40000000,5218666
470644,0,0
442160,0,0
345921,0,0
513224,0,0
425186,0,0
741689,0,0
884129,0,Unknown
425408,0,0
567129,0,0
425553,0,0
847574,0,0
888372,0,0
776654,0,0
433448,0,0
776565,0,Unknown
606308,0,0
528112,0,0
464334,0,0
865686,0,21348
432784,0,0
433002,0,0
535144,0,0
775943,0,0
607197,0,0
462920,0,0
1028506,0,0
331393,0,5777
1026822,0,0
1024486,0,Não Informado
338387,0,0
142611,0,0
874127,0,0
502298,0,Unknown
852981,0,0
751820,0,0
751862,0,0
508444,0,0
852665,0,0
511778,0,0
1034629,0,0
432063,0,0
855433,0,0
430413,0,0
1015936,N/A,0
438070,0,Não Informado
336271,0,0
534038,0,0
566061,0,0
964943,0,Não Informado
447829,0,0
416777,0,0
624995,0,0
630211,0,0
841262,0,0
718866,0,0
901358,0,-1247507
1063239,0,0
582907,0,0
419916,3000000,0
477634,0,0
419771,2000000,0
453575,0,0
626313,0,0
417263,0,0
627133,0,0
590872,0,0
475963,0,0
590441,0,0
500723,0,0
584130,0,0
537792,0,0
514734,0,0
726940,N/A,0
969324,0,0
627958,0,0
626309,0,0
631278,0,0
824349,0,529254
802119,0,0
734818,0,Não Informado
828305,0,0
557526,0,0
581998,0,0
737766,0,0
620743,0,0
737684,0,0
736820,N/A,0
446908,0,0
805052,0,Unknown
520454,0,0
957325,0,Unknown
651391,0,0
1022395,0,0
833286,0,0
395955,1100000,0
382212,0,Não Informado
775265,0,0
384573,0,0
937046,0,0
489998,0,0
826113,N/A,0
384043,0,0
575958,0,0
1023994,0,0
606443,0,Unknown
395181,0,0
586456,0,0
461115,0,0
437023,0,Não Informado
605478,0,0
858059,0,0
450033,0,0
835017,0,0
658092,N/A,0
957314,0,0
436285,0,0
496874,$ 450000,0
541100,0,0
589972,0,-1680146
604922,0,0
496282,0,0
776751,0,0
659731,587640,4139731
800741,0,0
603641,0,0
661020,0,0
662244,N/A,Não Informado
392153,N/A,0
456098,0,0
494801,0,Unknown
598824,N/A,0
504314,0,3585800
841733,0,0
441965,0,0
390396,0,0
391477,0,0
581474,0,Unknown
391778,0,0
494491,0,0
801271,0,0
456789,0,0
445650,0,Não Informado
532903,N/A,0
655424,0,0
596445,0,0
596280,N/A,0
449091,0,0
386579,0,0
533983,0,0
602495,0,0
497901,1900000,0
838879,0,0
448723,0,0
653748,0,Não Informado
664302,0,0
653752,0,0
385305,0,0
385722,15000000,1404291
400637,0,0
393003,N/A,Unknown
660599,0,0
584586,0,0
458807,0,0
583046,0,0
389113,0,Não Informado
788413,0,Não Informado
440952,0,0
582925,0,0
943158,0,0
440376,0,0
785585,$ 4708049,0
592479,0,0
544827,0,0
601818,0,0
459243,N/A,0
786532,0,0
737853,0,0
552485,0,0
886755,0,16059
483396,0,0
423536,0,0
620744,0,Não Informado
420967,0,0
350050,0,0
412061,0,0
704630,0,0
735812,0,0
736318,0,0
565470,0,Unknown
411141,0,0
426156,0,0
567910,0,0
641997,0,0
345874,1000000,0
525894,0,0
472024,0,0
471919,N/A,0
975088,0,0
536881,0,Não Informado
552294,0,0
740966,0,0
618435,0,0
424822,0,Não Informado
425124,0,0
741755,0,0
470821,0,0
913851,0,0
477297,0,0
712167,0,Unknown
477623,0,Unknown
500494,0,0
1098152,0,0
711696,0,0
628276,0,0
716599,0,0
479469,0,0
631637,0,Não Informado
479869,N/A,0
522921,0,0
557606,N/A,0
414824,0,0
361142,0,39670
714017,0,0
631020,0,0
630898,0,0
1083858,N/A,0
1093485,0,0
728144,0,0
636360,0,Unknown
419140,0,0
728113,0,0
354083,0,0
727012,0,0
971188,0,Não Informado
474538,0,0
515929,0,0
730585,0,0
623098,0,0
351281,0,0
351232,0,0
634754,0,0
413421,0,0
413576,0,0
634772,0,0
554808,0,0
537860,0,0
893730,0,0
500833,0,0
481261,0,0
828899,0,0
1126577,0,0
375580,0,0
679796,0,0
612655,0,0
378291,0,0
574094,0,0
753946,20.0M,0
680880,0,0
502173,0,0
927085,0,Unknown
549590,0,3388675
763368,0,0
377729,60,0
405388,0,0
675594,0,0
648316,0,0
1128409,N/A,Não Informado
465365,0,0
609024,0,0
498678,0,35765
406042,0,0
678391,0,0
429691,0,0
608403,0,0
489891,0,0
569719,0,0
489755,0,0
750520,72326165,0
772173,N/A,0
570190,0,0
408245,0,0
551115,0,0
860135,0,33311
642964,0,0
686684,0,0
379691,0,0
923192,0,393014816
372751,0,0
747984,0,0
340268,0,Não Informado
550244,0,0
926179,0,0
875419,0,0
550159,0,0
614817,0,0
485789,0,0
466557,0,0
1118721,0,0
1029862,0,0
503401,0,0
515357,0,0
518601,0,0
538368,0,0
502616,0,0
528089,0,0
515295,0,0
1078764,0,0
514808,0,0
986088,0,0
500003,0,0
520446,0,0
987495,0,0
504054,0,0
536725,0,0
1111140,0,0
1005141,0,Unknown
517034,15936600,Não Informado
1004642,0,0
526370,0,0
517815,0,0
517792,0,0
1055406,3780095,0
529459,0,0
499170,0,Unknown
526225,0,0
535849,0,0
540248,0,0
536331,0,0
536241,0,0
508152,0,0
526089,0,0
1044043,0,0
529377,0,0
1126844,0,0
1000094,0,0
515919,N/A,0
519101,0,0
510662,0,0
960481,0,0
1128717,0,0
520145,0,0
513568,N/A,0
1104771,0,0
540573,0,0
1001692,0,0
602231,0,0
438623,0,0
439988,0,Não Informado
786627,0,0
440397,0,0
438591,0,10205
438440,0,30414
603466,140777,5556675
438449,0,0
444404,0,47292
797245,N/A,0
595924,0,0
445744,0,0
791343,N/A,0
442014,0,0
597859,0,0
793153,0,0
597295,0,0
430293,32000,0
757916,N/A,0
767401,0,0
435312,0,0
434669,0,0
770684,0,0
607297,0,0
608845,0,0
607145,$ 7900000,3900000
775209,0,Unknown
436035,0,0
434596,0,Unknown
769466,0,0
434520,0,0
331642,0,0
434376,0,0
768447,0,0
434072,0,0
446037,0,0
851800,0,9590000
851925,1200000,0
459828,0,0
849236,N/A,0
459974,0,Não Informado
460036,2000000,409913
849365,0,0
845422,0,0
579400,0,Não Informado
848483,0,0
575559,0,0
571689,0,0
464678,0,Não Informado
873256,0,Unknown
574067,USD 125000,0
461337,0,0
575249,0,0
858082,0,0
462360,0,0
861604,0,0
448831,0,0
449848,0,13638
450308,0,0
818621,0,0
451474,0,0
588843,0,0
447655,0,0
821153,0,0
822177,0,0
451892,0,195201
834226,0,0
836919,0,0
841223,0,0
586134,0,0
296865,0,0
587317,0,0
430035,20000,0
571263,0,0
674779,0,0
377670,0,Unknown
378698,0,0
